priority,status,action,name,key,mentions,sources,score,context,source_examples
LOW,missing_candidate,park_or_ignore_until_confirmed,PR Search Glossary Search Sign,pr-search-glossary-search-sign,1,1,6,.. Funding VTT spinout Elea &#038;... Funding Finland&#8217;s Prenew secures €1.8... Funding Lithuania’s Tingit lands €1.5... Glossary Job Board Event Calendar PR Search Glossary Search Sign in Welcome! Log into your acc,research/evidence-pack/sirkular-konkurser/mycorena/media-arcticstartup-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Newsletters Topics Fintech Healthtech SaaS,newsletters-topics-fintech-healthtech-saas,1,1,6,p to stay up to date with the hottest European tech startup news. Sign in Sign up Search on Tech.eu... News News Videos Insights: Premium articles Subscribe to Newsletters Topics Fintech Healthtech SaaS Deeptech Mobility,research/evidence-pack/sirkular-konkurser/mycorena/media-tech-eu-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Events Summit London,events-summit-london,1,1,6,.. News News Videos Insights: Premium articles Subscribe to Newsletters Topics Fintech Healthtech SaaS Deeptech Mobility Sustainability Artificial Intelligence Events Summit London 2026 All Events Tech.eu About Authors C,research/evidence-pack/sirkular-konkurser/mycorena/media-tech-eu-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Contribute Contact Awards,contribute-contact-awards,1,1,6,Newsletters Topics Fintech Healthtech SaaS Deeptech Mobility Sustainability Artificial Intelligence Events Summit London 2026 All Events Tech.eu About Authors Contribute Contact Awards --> Job Board --> Pitch Your Startu,research/evidence-pack/sirkular-konkurser/mycorena/media-tech-eu-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Job Board,job-board,1,1,6,althtech SaaS Deeptech Mobility Sustainability Artificial Intelligence Events Summit London 2026 All Events Tech.eu About Authors Contribute Contact Awards --> Job Board --> Pitch Your Startup Advertisement --> Advertise,research/evidence-pack/sirkular-konkurser/mycorena/media-tech-eu-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Pitch Your Startup Advertisement,pitch-your-startup-advertisement,1,1,6,Deeptech Mobility Sustainability Artificial Intelligence Events Summit London 2026 All Events Tech.eu About Authors Contribute Contact Awards --> Job Board --> Pitch Your Startup Advertisement --> Advertise Sign in to yo,research/evidence-pack/sirkular-konkurser/mycorena/media-tech-eu-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Advertise Sign,advertise-sign,1,1,6,"ficial Intelligence Events Summit London 2026 All Events Tech.eu About Authors Contribute Contact Awards --> Job Board --> Pitch Your Startup Advertisement --> Advertise Sign in to your account, or Sign up to stay up to ",research/evidence-pack/sirkular-konkurser/mycorena/media-tech-eu-2024.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Sanitation Greenhouse,sanitation-greenhouse,1,1,6,6 News per sector Sectors Breeding Cartoons Climate Company News Crop Protection Cultivation Education and research Energy Events Fertilizers Food Safety &amp; Sanitation Greenhouse expansion projects Grower in the Spotl,research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Spotlight Irrigation Labor,spotlight-irrigation-labor,1,1,6,pany News Crop Protection Cultivation Education and research Energy Events Fertilizers Food Safety &amp; Sanitation Greenhouse expansion projects Grower in the Spotlight Irrigation Labor and automation Lighting Logistics,research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Packaging Product Info Retail Special,packaging-product-info-retail-special,1,1,6,light Irrigation Labor and automation Lighting Logistics Management and funding Market Information Open field vegetables Organic cultivation Post-harvest &amp; Packaging Product Info Retail Special Water/ Irrigation Subs,research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Irrigation Substrates,irrigation-substrates,1,1,6,g Logistics Management and funding Market Information Open field vegetables Organic cultivation Post-harvest &amp; Packaging Product Info Retail Special Water/ Irrigation Substrates and starting materials Technique Adver,research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Technique Advertise Vacancies Photos Calendar,technique-advertise-vacancies-photos-calendar,1,1,6,ormation Open field vegetables Organic cultivation Post-harvest &amp; Packaging Product Info Retail Special Water/ Irrigation Substrates and starting materials Technique Advertise Vacancies Photos Calendar Contact Buyers,research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Contact Buyers Guide Subscribe Announcements,contact-buyers-guide-subscribe-announcements,1,1,6,tion Post-harvest &amp; Packaging Product Info Retail Special Water/ Irrigation Substrates and starting materials Technique Advertise Vacancies Photos Calendar Contact Buyers Guide Subscribe Announcements Click here to r,research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Ragn-Sells,ragnsells,1,1,6,"aculture feed / / Insectum / DK / Active / BSF production for pet food and aquafeed / / Tebrito / SE / Active / Mealworm farming, Swedish innovation grants / / Ragn-Sells / SE / Active / Waste management giant entering i",research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Financial Transactions,financial-transactions,1,1,6,"board:** Visualizing supply chain health and specific ""Red Flag"" farms. ### Not-in-scope or Non-Goals * **Hardware/IoT:** We are not building sensors. * **Financial Transactions:** This is for compliance, not payments to",research/external/coffee-forest/prd.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Business Owner,business-owner,1,1,6,rvice Portal / Scalable growth. / ## Stakeholders / Owners / Name / Team/Org / Role / Note / / :---- / :---- / :---- / :---- / / Fuglen Management / Fuglen / Business Owner / Ultimate liability holder. / / Gabriel Boen /,research/external/coffee-forest/prd.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Gabriel Boen,gabriel-boen,1,1,6,rs / Owners / Name / Team/Org / Role / Note / / :---- / :---- / :---- / :---- / / Fuglen Management / Fuglen / Business Owner / Ultimate liability holder. / / Gabriel Boen / Engineering / Tech Lead / Architect & Builder.,research/external/coffee-forest/prd.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Tech Lead,tech-lead,1,1,6,g / Role / Note / / :---- / :---- / :---- / :---- / / Fuglen Management / Fuglen / Business Owner / Ultimate liability holder. / / Gabriel Boen / Engineering / Tech Lead / Architect & Builder. /,research/external/coffee-forest/prd.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Work Packages,work-packages,1,1,6,"with national climate and nature goals, while increasing productivity and strengthening the regional resource security in critical construction materials. ### Work Packages 1. **Governance & Management** -- Steering Comm",research/external/ni-soknad/soknad-ncc-fase-2.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Advisory Board,advisory-board,1,1,6,"and strengthening the regional resource security in critical construction materials. ### Work Packages 1. **Governance & Management** -- Steering Committee, Advisory Board, Business Model Working Group, project team 2. *",research/external/ni-soknad/soknad-ncc-fase-2.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Go Circular,go-circular,1,1,6,"nagement** -- Steering Committee, Advisory Board, Business Model Working Group, project team 2. **Demand-side intelligence** -- Pilot demand-side frontrunners, Go Circular search tool, Circular Frontrunners overview, NEC",research/external/ni-soknad/soknad-ncc-fase-2.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Circular Frontrunners,circular-frontrunners,1,1,6,"mmittee, Advisory Board, Business Model Working Group, project team 2. **Demand-side intelligence** -- Pilot demand-side frontrunners, Go Circular search tool, Circular Frontrunners overview, NECC Advisory Service, Best ",research/external/ni-soknad/soknad-ncc-fase-2.md
LOW,missing_candidate,park_or_ignore_until_confirmed,India IPO,india-ipo,1,1,6,"s Transformation Orkla's shift to an industrial investment company model resulted in multiple divestments totaling over NOK 5B in proceeds (OFI 40%, Lilleborg, India IPO). This represents a strategic unwinding of the int",research/external/nordic-food-ma-2020-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Online Grocery Volatility Oda's,online-grocery-volatility-odas,1,1,6,"roceeds (OFI 40%, Lilleborg, India IPO). This represents a strategic unwinding of the integrated consumer goods model toward focused portfolio management. ### Online Grocery Volatility Oda's rise to unicorn status ($1.2B",research/external/nordic-food-ma-2020-2025.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Action Items,action-items,1,1,6,izations for roundtable discussions to maximize the visit's value - Evenings can be used for networking dinners - Group size will be around 15 participants ## Action Items - [ ] Stuart and Amanda to draft a 1.5-day itine,research/external/notion/biosirkel-studietur-zero-waste-scotland.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Oslo Hospital,oslo-hospital,1,1,6,"elopment & business modeling - Public, cluster & societal development - Project management & process facilitation ### Key project references **Placemaking:** Oslo Hospital, Byens Tak, St. Halvards gate 28 (Kirkens Bymisj",research/external/notion/funding-map.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Byens Tak,byens-tak,1,1,6,"ness modeling - Public, cluster & societal development - Project management & process facilitation ### Key project references **Placemaking:** Oslo Hospital, Byens Tak, St. Halvards gate 28 (Kirkens Bymisjon), Galgeberg ",research/external/notion/funding-map.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Kirkens Bymisjon,kirkens-bymisjon,1,1,6,"societal development - Project management & process facilitation ### Key project references **Placemaking:** Oslo Hospital, Byens Tak, St. Halvards gate 28 (Kirkens Bymisjon), Galgeberg Borettslag, Taarnet Kulturarena **",research/external/notion/funding-map.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Galgeberg Borettslag,galgeberg-borettslag,1,1,6,"nt - Project management & process facilitation ### Key project references **Placemaking:** Oslo Hospital, Byens Tak, St. Halvards gate 28 (Kirkens Bymisjon), Galgeberg Borettslag, Taarnet Kulturarena **Place strategy:** ",research/external/notion/funding-map.md
LOW,missing_candidate,park_or_ignore_until_confirmed,GFI Europe,gfi-europe,1,1,6,"Management` The new `SourceDoc` records matter, but most of them are still lighter evidence carriers: - `The Nordic alternative protein research ecosystem - GFI Europe` - `approval insect novel food - Food Safety - Europ",research/intake/food-research-process-2026-04-20/PROJECT-FIT-P2-SYNTHESIS-LAYER.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Attention Queue - Manual,attention-queue-manual,1,1,6,still no strong typed-layer signal. - `Manual review`: weak or mixed evidence where the script could not justify a conservative typed-layer recommendation. ## Attention Queue - Manual review (1): Zero waste solutions in ,research/intake/food-research-process-2026-04-20/PROMOTION-CANDIDATES.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Promotion Manual,promotion-manual,1,1,6,"ment and agile management practices for responsible consumption and production of food.pdf"", ""categories"": [ ""Title review queue"", ""Promotion Manual review"" ], ""reviewAction"": null, ""titleRemediationConfidence"": ""medium""",research/intake/food-research-process-2026-04-20/control-report-summary.json
LOW,missing_candidate,park_or_ignore_until_confirmed,Cheffelo Årsredovisning,cheffelo-arsredovisning,1,1,6,"e for scaleable surplus resale, especially where circularity depends on inventory management, pricing, and warehouse economics rather than donation alone. ### Cheffelo Årsredovisning & Hållbarhetsrapport 2025 Tier: `core",research/intake/food-research-process-2026-04-20/project-fit-track-operator-evidence.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Oppfølger: Hvilke,oppflger-hvilke,1,1,6,"a skyldes motstanden: dårlig dokumentasjon, kostnader, svak kompensasjon eller praktiske driftsproblemer? 8. Hvilke data mangler i dag for å styre klokere? Oppfølger: Hvilke datapunkter trenger dere for å ta bedre beslut",research/interviews/landbrukarena-prioritert-intervjuguide-2026-03-19.md
LOW,missing_candidate,park_or_ignore_until_confirmed,DK Dairy Board,dk-dairy-board,1,1,6,](https://www.lantmannen.com/) - [TINE SA](https://www.tine.no/) - [Nortura SA](https://www.nortura.no/) - [Valio](https://www.valio.com/) - [Mejeriforeningen (DK Dairy Board)](https://danishdairyboard.dk/) ### Andre - [,research/norden/verdikjede/01-primaerproduksjon.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Abba Seafood,abba-seafood,1,1,6,"et ### 4.4 Sverige - **Foredlingsgrad:** Begrenset egen produksjon, men stor importforedlingssektor for hjemmemarkedet - **Store foredlingsselskaper:** - **Abba Seafood** (Göteborg, eid av Orkla) — hermetisk sjømat, kavi",research/norden/verdikjede/07-sjoemat.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Fiskeby Board,fiskeby-board,1,1,6,"arkedet - **Store foredlingsselskaper:** - **Abba Seafood** (Göteborg, eid av Orkla) — hermetisk sjømat, kaviar, makrellprodukter. Ikonisk svensk merke - **Fiskeby Board** (Norrköping) — emballasje, men også fiskeforedli",research/norden/verdikjede/07-sjoemat.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Leröy Smögen Seafood,leroy-smogen-seafood,1,1,6,"la) — hermetisk sjømat, kaviar, makrellprodukter. Ikonisk svensk merke - **Fiskeby Board** (Norrköping) — emballasje, men også fiskeforedling historisk - **Leröy Smögen Seafood** (del av Lerøy-gruppen) — foredling av rek",research/norden/verdikjede/07-sjoemat.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Lysekils Havsdelikatesser,lysekils-havsdelikatesser,1,1,6,"y Board** (Norrköping) — emballasje, men også fiskeforedling historisk - **Leröy Smögen Seafood** (del av Lerøy-gruppen) — foredling av reker, skalldyr - **Lysekils Havsdelikatesser** — håndverksforedling - **Feldthusen*",research/norden/verdikjede/07-sjoemat.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Kavli Holding,kavli-holding,1,1,6,od / Arne Møgster / Henning Beltestad / PwC / / SalMar / Gustav Witzøe / Frode Arntsen / Ernst & Young / / Skretting / Håvard Walde / Mads Martinsen / KPMG / / Kavli Holding / Helge Leiro Baastad / Kenneth Hamnes / KPMG ,research/norden/verdikjede/09-norsk-bedriftsdata.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Meadows' Leverage Points,meadows-leverage-points,1,1,6,uantitative modeling]* --- ## Part VI: Policy Implications ### Chapter 14: Leverage Points for Intervention > *Where can the system be changed?* #### 14.1 Meadows' Leverage Points (Applied) / Leverage Level / Interventio,research/norge/forsyningskjede.md
